release_date,movie,production_budget,domestic_gross,worldwide_gross,approx_profit,approx_profit_perc,year_of_release,month_of_release
2019-04-05,shazam!,85000000,139606856,362899733,277899733,326.94,2019,4
2007-11-21,enchanted,85000000,127706877,340384141,255384141,300.45,2007,11
2012-02-10,safe house,85000000,126181630,208542162,123542162,145.34,2012,2
2007-07-20,i now pronounce you chuck and larry,85000000,119725280,185708462,100708462,118.48,2007,7
2007-06-08,ocean's thirteen,85000000,117144465,311744465,226744465,266.76,2007,6
2009-12-25,itâs complicated,85000000,112735375,224614744,139614744,164.25,2009,12
1998-11-20,enemy of the state,85000000,111549836,250649836,165649836,194.88,1998,11
2006-09-29,open season,85000000,85105259,191932158,106932158,125.8,2006,9
2011-11-04,tower heist,85000000,78046570,150422946,65422946,76.97,2011,11
2000-11-22,102 dalmatians,85000000,66941559,66941559,-18058441,-21.25,2000,11
2012-03-30,mirror mirror,85000000,64935167,173613482,88613482,104.25,2012,3
2006-12-08,the holiday,85000000,63280000,205190324,120190324,141.4,2006,12
2006-06-16,the fast and the furious: tokyo drift,85000000,62615510,157794205,72794205,85.64,2006,6
2005-12-09,memoirs of a geisha,85000000,57010853,161510853,76510853,90.01,2005,12
2001-03-16,enemy at the gates,85000000,51396781,96971293,11971293,14.08,2001,3
1993-06-18,last action hero,85000000,50016394,137298489,52298489,61.53,1993,6
2003-09-26,the rundown,85000000,47641743,80831893,-4168107,-4.9,2003,9
2011-11-23,arthur christmas,85000000,46462469,149717124,64717124,76.14,2011,11
2017-01-20,xxx: return of xander cage,85000000,44898413,345033359,260033359,305.92,2017,1
1998-11-13,meet joe black,85000000,44650003,44650003,-40349997,-47.47,1998,11
2010-07-30,cats & dogs: the revenge of kitty galore,85000000,43585753,113026383,28026383,32.97,2010,7
2002-02-08,collateral damage,85000000,40048332,78353508,-6646492,-7.82,2002,2
2002-03-15,showtime,85000000,37948765,78948765,-6051235,-7.12,2002,3
1995-06-30,judge dredd,85000000,34687912,113487912,28487912,33.52,1995,6
2007-03-02,zodiac,85000000,33080084,83080084,-1919916,-2.26,2007,3
2010-08-13,scott pilgrim vs. the world,85000000,31611316,48056764,-36943236,-43.46,2010,8
2003-03-28,the core,85000000,31111260,74132631,-10867369,-12.79,2003,3
1997-05-09,father's day,85000000,28681080,35681080,-49318920,-58.02,1997,5
2017-12-20,the greatest showman,84000000,174340174,386665550,302665550,360.32,2017,12
2002-06-14,scooby-doo,84000000,153294164,276294164,192294164,228.92,2002,6
2000-07-28,nutty professor ii: the klumps,84000000,123307945,166307945,82307945,97.99,2000,7
2013-07-19,red 2,84000000,53262560,141507355,57507355,68.46,2013,7
2006-06-23,click,82500000,137355633,237685089,155185089,188.1,2006,6
2006-12-15,charlotte's web,82500000,82985708,143985708,61485708,74.53,2006,12
2008-02-14,jumper,82500000,80172128,222640812,140140812,169.87,2008,2
2008-07-11,hellboy ii: the golden army,82500000,75986503,160388063,77888063,94.41,2008,7
2005-05-27,the longest yard,82000000,158119460,191558505,109558505,133.61,2005,5
2010-08-13,the expendables,82000000,103068524,268268174,186268174,227.16,2010,8
2000-11-17,the 6th day,82000000,34543701,96024898,14024898,17.1,2000,11
2003-05-23,bruce almighty,81000000,242704995,484468608,403468608,498.11,2003,5
2012-03-23,the hunger games,80000000,408010692,677923379,597923379,747.4,2012,3
2011-05-26,the hangover part ii,80000000,254464305,586464305,506464305,633.08,2011,5
1996-05-21,mission: impossible,80000000,180981886,457697994,377697994,472.12,1996,5
2017-02-10,the lego batman movie,80000000,175750384,310660018,230660018,288.33,2017,2
2015-09-25,hotel transylvania 2,80000000,169700110,469500298,389500298,486.88,2015,9
1992-06-18,batman returns,80000000,162833635,266824291,186824291,233.53,1992,6
